_id;poster;name;weight;price;min_weight_for_order;final_price;dishes;hit;description;dishes_name;sentences;quantity
96;pickled_veal;Телятина биток маринованная ;100;55;100;55;PICKLED_MEAT;false;Секрет телятины в возрасте животного, мясо которого взяли для готовки. Наши повара подбирают не только лучших поставщиков, которые заботятся о качестве своей продукции, но также и следят за тем, чтобы использовалось мясо только молочных телят. Их возраст — 2-3 месяца. Поскольку именно в таком случае сохраняется нежность упругих волокон и сочность мяса. Важен и выбор частей мяса, чтобы получить мягкие кусочки шашлыка. Относительно маринада, то здесь правила те же, что и в случае с говядиной — мясо ведь одного и того же животного. Наши повара подбирают такой маринад, чтобы: не приглушить запахом специй аромат телятины, а подчеркнуть его. Сделать запах и вкус более тонкими и аппетитными.;Маринованое мясо;null;1
97;pickled_chicken_wings;Куриные крылья маринованные;100;35;100;35;PICKLED_MEAT;false;Быстрое в готовке, нежное мясо, ароматная корочка – все это о маринованных куриных крыльях. Наш маринад состоит из минимального количества специй, что раскрывает настоящий вкус мяса. Куриные крылышки быстро готовятся и получаются очень хрустящими снаружи и сочными внутри. Быстрая доставка, одноразовая посуда и салфетки (по желанию) и качественная продукция на нашем сайте.;Маринованое мясо;null;1
98;pickled_quail;Перепелка маринованная;100;40;100;40;PICKLED_MEAT;false;В чем секрет вкуса наших маринованных перепелов: подбор только свежей птицы в возрасте до двух месяцев, когда перепел уже подрос, но его плоть остается неописуемо мягкой. Выбор только мясных пород, которые отличаются сочностью и пикантным ароматом. Важен и маринад. Для этой птицы он готовится особенно. К ней не подходит тот рецепт, который подходит для говядины, свинины и даже для курятины. Ведь цель маринада — раскрыть оригинальный вкус этого блюда. А потом мясо можно использовать для приготовления блюд с хрустящей нежной золотистой корочкой.;Маринованое мясо;null;1
99;pickled_pork_neck;Свиной ошеек маринованный;100;40;100;40;PICKLED_MEAT;false;Главный способ подчеркнуть и раскрыть все богатство вкуса свиного шашлыка — маринад. Наши повара не только используют исключительно качественное и свежее сырье, они также подбирают оптимальный рецепт маринада именно по свойствам данного вида мяса! В ход идут только такие приправы, которые подходят именно для свинины. Правильно тушеный с овощами или жаренный на углях свиной ошеек не только сохраняет большую часть полезных свойств. Куда важнее, насколько же вкусное это мясо! Сочное, нежное и мягкое, с хрустящей корочкой и однородной текстурой волокон. Попробовав его однажды, захочется еще!;Маринованое мясо;null;1
100;pickled_chalagach;Чалагач маринованный;100;40;100;40;PICKLED_MEAT;false;Любите сочное мясо на кости? Да такое, чтобы прям таяло во рту и легко отпадало от кости? Тогда вам подойдет маринованный чалагач для жарки. Мы отобрали самое свежее мясо, замариновали его в небольшом количестве специй и полностью подготовили для жарки на углях. Звоните по номеру на сайте и мы быстро доставим маринованное мясо по Киеву и пригороду, к заказу можно добавить одноразовую посуду и салфетки.;Маринованое мясо;null;1
101;pickled_chicken_fillet;Куриное филе маринованное;100;35;100;35;PICKLED_MEAT;false;Мы выбрали свежую курочку, сформировали из нее кусочки оптимального размера и замариновали в классическом маринаде. Вам остается только заказать маринованный шашлык из курочки и самостоятельно его приготовить. Успех шашлыка зависит от маринада. Его рецептов множество, и маринад выбирают из предпочтений, опыта, либо ради эксперимента. Наш повар предлагает оптимальное сочетание специй, которые не будут слишком острыми, солеными или перчеными, а также подчеркнут аромат куриного мяса.;Маринованое мясо;null;1
102;mushroom_cream_soup;Грибной Крем-суп;300;60;300;60;FIRST_MEAL;false;Густой и ароматный грибной крем-суп на основе шампиньонов с легким соусом бешамель. Грибной суп крем на обед — одно из лучших решений, для разнообразия основного меню и лучшего пищеварения. ;Первые блюда;55,56,57;1
103;chicken_broth;Бульон куриный;300;40;300;40;FIRST_MEAL;false;Легкий куриный супчик, с картофелем и зеленью – это настоящая находка для любителей горячих первых блюд. Много куриного мяса, легкий бульон и ароматная зелень – это именно то, что утолит ваш голод и не будет вызывать тяжесть в желудке.;Первые блюда;55,56,57;1
104;borscht;Борщ;300;60;300;60;FIRST_MEAL;false;Ароматный красный борщ к вашему обеденному столу, быстро доставим и сохраним его горячим. Классический украинский борщ с мясом, свеклой, капустой и на мясном бульоне – это блюдо покоряет сердца. Свежая зелень и сметана тоже входит в состав. Наш борщ получается очень наваристым, в меру сладким и очень ароматным.;Первые блюда;55,56,57;1
105;soup_kharcho;Суп Харчо;300;60;300;60;FIRST_MEAL;false;Для вкусного и сытного обеда рекомендуем вам известный суп-харчо. Он очень питательный, поэтому порция такого блюда надолго утолит ваш голод. Нежное мясо, которое тает во рту, рис, специи и овощи – именно этот состав дарит неповторимый вкус и аромат.;Первые блюда;55,56,57;1
106;solynka;Солянка;300;60;300;60;FIRST_MEAL;false;Ароматный наваристый супчик с большим количеством копченостей и мяса утолит голод даже у самого голодного мужчины. Готовить солянку самостоятельно достаточно долгое занятие, но чтобы сэкономить время и силы вы всегда можете заказать вкуснейшую солянку с доставкой по Киеву. Привезем горячей и очень быстро. Подается с зеленью оливками и лимоном.;Первые блюда;55,56,57;1
